job_title,category,question
Information Systems Engineer,Leadership,How do you foster a culture of quality and security around systems analysis in your team?
Backend Developer,Behavioral,Describe how you manage competing priorities when working on caching strategies tasks (in a cloud-native environment).
UX/UI Designer,Behavioral,Share an example when you had to learn a new tool or technique for usability testing quickly (with limited budget and time).
Data Scientist,Behavioral,Describe a situation where you had to collaborate with others to solve a problem related to A/B testing.
Full Stack Developer,Behavioral,Describe a situation where you had to collaborate with others to solve a problem related to authentication.
Full Stack Developer,Behavioral,Tell me about a time you faced a challenge involving database schema design and how you handled it.
Information Systems Engineer,Experience,Which tools or frameworks have you used for database management and which did you prefer? Why? (in a cloud-native environment).
Backend Developer,Problem Solving,Propose a solution to improve security best practices when faced with limited resources in a Backend Developer project.
Cyber Security Engineer,Technical,Explain the key concepts of encryption and cryptography and how you would apply them in a Cyber Security Engineer role.
Network Engineer,Behavioral,Have you ever had to persuade stakeholders about an approach to routing protocols? What happened?
Full Stack Developer,Technical,How would you design a solution for database schema design in the context of a Full Stack Developer position? (with limited budget and time).
AI Engineer,Experience,Describe a project where you used model deployment and the role you played in it.
Information Systems Engineer,Technical,What are common pitfalls when working with ERP systems and how do you avoid them? (with limited budget and time).
Network Engineer,Leadership,How would you lead a team building a routing protocols feature from concept to production in a Network Engineer context?
Computer Scientist,Experience,Describe a project where you used computational theory and the role you played in it.
Full Stack Developer,Technical,Describe the trade-offs between different approaches to database schema design for a Full Stack Developer.
